"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"MZ515820.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8304-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-19,"Human respiratory syncytial virus B isolate OX02-8304-V01, complete genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515823.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8903-D02","ssRNA(-)",15277,"complete","United Kingdom",2019-01-03,"Human respiratory syncytial virus B isolate OX02-8903-D02, complete genome",2019,1,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515824.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0003-V01","ssRNA(-)",15232,"complete","United Kingdom",2018-11-23,"Human respiratory syncytial virus B isolate IM02-0003-V01, complete genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515827.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0016-V01","ssRNA(-)",15275,"complete","Spain",2019-12-11,"Human respiratory syncytial virus B isolate SE02-0016-V01, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515829.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8349-V01","ssRNA(-)",15231,"partial","United Kingdom",2019-11-06,"Human respiratory syncytial virus B isolate OX02-8349-V01, partial genome",2019,45,"2019/2020","B","B.D.E.4","GB5.0.5a"
"MZ515830.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8315-V02","ssRNA(-)",15275,"complete","United Kingdom",2019-12-09,"Human respiratory syncytial virus B isolate OX01A-8315-V02, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515831.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0033-V01","ssRNA(-)",15276,"complete","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0033-V01, complete genome",2018,1,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515832.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8742-V02","ssRNA(-)",15234,"complete","United Kingdom",2018-12-05,"Human respiratory syncytial virus B isolate OX01A-8742-V02, complete genome",2018,49,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515836.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0074-V01","ssRNA(-)",15272,"complete","Netherlands",2018-12-21,"Human respiratory syncytial virus B isolate UU02-0074-V01, complete genome",2018,51,"2018/2019","B","B.D.4.1","GB5.0.5a"
"MZ515837.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8118-V02","ssRNA(-)",15276,"complete","United Kingdom",2019-11-13,"Human respiratory syncytial virus B isolate OX01A-8118-V02, complete genome",2019,46,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515838.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-V01","ssRNA(-)",15272,"partial","United Kingdom",2018-10-29,"Human respiratory syncytial virus B isolate OX02-8832-V01, partial genome",2018,44,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515839.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8725-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-25,"Human respiratory syncytial virus B isolate OX02-8725-V01, complete genome",2019,48,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515843.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0002-V01","ssRNA(-)",15272,"complete","Netherlands",2017-11-09,"Human respiratory syncytial virus B isolate UU02-0002-V01, complete genome",2017,45,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515844.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8567-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-10-25,"Human respiratory syncytial virus B isolate OX02-8567-D02, complete genome",2018,43,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515845.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0024-V02","ssRNA(-)",15273,"complete","Netherlands",2018-11-23,"Human respiratory syncytial virus B isolate UU01A-0024-V02, complete genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515846.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8796-V01","ssRNA(-)",15274,"complete","United Kingdom",2018-11-26,"Human respiratory syncytial virus B isolate OX02-8796-V01, complete genome",2018,48,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515849.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0001-D02","ssRNA(-)",15276,"complete","Netherlands",2017-11-08,"Human respiratory syncytial virus B isolate UU02-0001-D02, complete genome",2017,45,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515855.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8053-V02","ssRNA(-)",15229,"partial","United Kingdom",2018-11-23,"Human respiratory syncytial virus B isolate OX01A-8053-V02, partial genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515856.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0005-D02","ssRNA(-)",15264,"partial","Spain",2019-01-05,"Human respiratory syncytial virus B isolate SE02-0005-D02, partial genome",2019,1,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515857.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8221-D05","ssRNA(-)",15275,"complete","United Kingdom",2019-11-13,"Human respiratory syncytial virus B isolate OX02-8221-D05, complete genome",2019,46,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515863.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0117-V02","ssRNA(-)",15275,"complete","Spain",2019-12-04,"Human respiratory syncytial virus B isolate SE01A-0117-V02, complete genome",2019,49,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515865.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0048-V01","ssRNA(-)",15270,"complete","Netherlands",2018-02-08,"Human respiratory syncytial virus B isolate UU02-0048-V01, complete genome",2018,6,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515868.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0050-D04","ssRNA(-)",15275,"complete","Netherlands",2018-02-23,"Human respiratory syncytial virus B isolate UU02-0050-D04, complete genome",2018,8,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515869.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0034-V01","ssRNA(-)",15276,"complete","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0034-V01, complete genome",2018,1,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515871.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9369-V01","ssRNA(-)",15277,"complete","United Kingdom",2019-12-19,"Human respiratory syncytial virus B isolate OX02-9369-V01, complete genome",2019,51,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515872.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0178-V02","ssRNA(-)",15275,"complete","Spain",2020-01-15,"Human respiratory syncytial virus B isolate SE01A-0178-V02, complete genome",2020,3,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515883.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0031-V02","ssRNA(-)",15271,"complete","Netherlands",2018-11-13,"Human respiratory syncytial virus B isolate UU01A-0031-V02, complete genome",2018,46,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515886.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D04","ssRNA(-)",15274,"complete","Netherlands",2018-01-03,"Human respiratory syncytial virus B isolate UU02-0028-D04, complete genome",2018,1,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515889.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0114-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-04,"Human respiratory syncytial virus B isolate UU01A-0114-V02, complete genome",2019,49,"2019/2020","B","B.D.4.1","GB5.0.5a"
"MZ515890.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8710-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-10-26,"Human respiratory syncytial virus B isolate OX02-8710-D02, complete genome",2018,43,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515892.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D04","ssRNA(-)",15280,"complete","Netherlands",2017-11-21,"Human respiratory syncytial virus B isolate UU02-0006-D04, complete genome",2017,47,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515893.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0353-V02","ssRNA(-)",15229,"partial","Netherlands",2019-01-02,"Human respiratory syncytial virus B isolate UU03-0353-V02, partial genome",2019,1,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515894.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D04","ssRNA(-)",15276,"complete","United Kingdom",2018-11-01,"Human respiratory syncytial virus B isolate OX02-8832-D04, complete genome",2018,44,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515895.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8757-V02","ssRNA(-)",15277,"complete","United Kingdom",2019-11-22,"Human respiratory syncytial virus B isolate OX01A-8757-V02, complete genome",2019,47,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515899.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0017-D05","ssRNA(-)",15271,"complete","Spain",2019-12-16,"Human respiratory syncytial virus B isolate SE02-0017-D05, complete genome",2019,51,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515900.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8313-D03","ssRNA(-)",15232,"partial","United Kingdom",2018-11-22,"Human respiratory syncytial virus B isolate OX02-8313-D03, partial genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515903.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8055-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-29,"Human respiratory syncytial virus B isolate OX02-8055-V01, complete genome",2019,48,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515904.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9574-V01","ssRNA(-)",15279,"complete","United Kingdom",2020-01-13,"Human respiratory syncytial virus B isolate OX02-9574-V01, complete genome",2020,3,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515914.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D04","ssRNA(-)",15275,"complete","United Kingdom",2019-11-12,"Human respiratory syncytial virus B isolate OX02-8961-D04, complete genome",2019,46,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515916.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D03","ssRNA(-)",15275,"complete","United Kingdom",2018-10-31,"Human respiratory syncytial virus B isolate OX02-8832-D03, complete genome",2018,44,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515917.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D05","ssRNA(-)",15276,"complete","United Kingdom",2018-11-02,"Human respiratory syncytial virus B isolate OX02-8832-D05, complete genome",2018,44,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515918.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0024-V01","ssRNA(-)",15273,"complete","Netherlands",2017-12-21,"Human respiratory syncytial virus B isolate UU02-0024-V01, complete genome",2017,51,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515919.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8915-D03","ssRNA(-)",15232,"partial","United Kingdom",2019-11-20,"Human respiratory syncytial virus B isolate OX02-8915-D03, partial genome",2019,47,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515924.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8101-V02","ssRNA(-)",15277,"complete","United Kingdom",2018-10-23,"Human respiratory syncytial virus B isolate OX01A-8101-V02, complete genome",2018,43,"2018/2019","B","B.D.4.1","GB5.0.5a"
"MZ515925.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8334-V02","ssRNA(-)",15279,"complete","United Kingdom",2019-12-04,"Human respiratory syncytial virus B isolate OX01A-8334-V02, complete genome",2019,49,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515926.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0004-V01","ssRNA(-)",15274,"complete","Netherlands",2017-11-14,"Human respiratory syncytial virus B isolate UU02-0004-V01, complete genome",2017,46,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515930.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0017-V01","ssRNA(-)",15275,"complete","Spain",2019-12-12,"Human respiratory syncytial virus B isolate SE02-0017-V01, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515932.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0039-D05","ssRNA(-)",15229,"partial","Netherlands",2018-01-19,"Human respiratory syncytial virus B isolate UU02-0039-D05, partial genome",2018,3,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515934.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D05","ssRNA(-)",15275,"complete","United Kingdom",2019-11-13,"Human respiratory syncytial virus B isolate OX02-8961-D05, complete genome",2019,46,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515935.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8221-D07","ssRNA(-)",15252,"partial","United Kingdom",2019-11-15,"Human respiratory syncytial virus B isolate OX02-8221-D07, partial genome",2019,46,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515936.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8304-D03","ssRNA(-)",15260,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate OX02-8304-D03, complete genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515937.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8313-D04","ssRNA(-)",15231,"complete","United Kingdom",2018-11-23,"Human respiratory syncytial virus B isolate OX02-8313-D04, complete genome",2018,47,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515938.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0101-V02","ssRNA(-)",15275,"complete","Spain",2019-03-05,"Human respiratory syncytial virus B isolate SE01A-0101-V02, complete genome",2019,10,"2018/2019","B","B.D.E.2","GB5.0.5a"
"MZ515944.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0040-V02","ssRNA(-)",15272,"complete","Netherlands",2018-11-26,"Human respiratory syncytial virus B isolate UU01A-0040-V02, complete genome",2018,48,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515946.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0210-V01","ssRNA(-)",15273,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate UU02-0210-V01, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515947.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0043-V02","ssRNA(-)",15061,"partial","Netherlands",2018-12-04,"Human respiratory syncytial virus B isolate UU01A-0043-V02, partial genome",2018,49,"2018/2019","B","B.D.E.2","GB5.0.5a"
"MZ515950.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0156-V01","ssRNA(-)",15283,"complete","Netherlands",2019-12-14,"Human respiratory syncytial virus B isolate UU02-0156-V01, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515952.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D10","ssRNA(-)",15233,"partial","Netherlands",2017-11-27,"Human respiratory syncytial virus B isolate UU02-0006-D10, partial genome",2017,48,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515953.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8915-D02","ssRNA(-)",15277,"complete","United Kingdom",2019-11-19,"Human respiratory syncytial virus B isolate OX02-8915-D02, complete genome",2019,47,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515955.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0039-V01","ssRNA(-)",15273,"complete","Netherlands",2018-01-15,"Human respiratory syncytial virus B isolate UU02-0039-V01, complete genome",2018,3,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515965.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0166-D06","ssRNA(-)",15256,"partial","Netherlands",2020-01-14,"Human respiratory syncytial virus B isolate UU02-0166-D06, partial genome",2020,3,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515970.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8922-V01","ssRNA(-)",15278,"complete","United Kingdom",2018-12-14,"Human respiratory syncytial virus B isolate OX02-8922-V01, complete genome",2018,50,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515972.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0132-V02","ssRNA(-)",15275,"complete","Spain",2020-01-28,"Human respiratory syncytial virus B isolate SE01A-0132-V02, complete genome",2020,5,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515974.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0355-V02","ssRNA(-)",15272,"complete","Netherlands",2018-12-24,"Human respiratory syncytial virus B isolate UU03-0355-V02, complete genome",2018,52,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515975.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0214-V01","ssRNA(-)",15275,"complete","Netherlands",2019-12-14,"Human respiratory syncytial virus B isolate UU02-0214-V01, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ515976.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8985-D05","ssRNA(-)",15211,"partial","United Kingdom",2018-10-30,"Human respiratory syncytial virus B isolate OX02-8985-D05, partial genome",2018,44,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515977.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0035-V01","ssRNA(-)",15272,"complete","Netherlands",2018-01-09,"Human respiratory syncytial virus B isolate UU02-0035-V01, complete genome",2018,2,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515978.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0004-D04","ssRNA(-)",15275,"complete","United Kingdom",2018-11-26,"Human respiratory syncytial virus B isolate IM02-0004-D04, complete genome",2018,48,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515979.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8796-D02","ssRNA(-)",15232,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus B isolate OX02-8796-D02, complete genome",2018,48,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515981.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8758-D03","ssRNA(-)",15276,"complete","United Kingdom",2018-12-19,"Human respiratory syncytial virus B isolate OX02-8758-D03, complete genome",2018,51,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515982.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-D07","ssRNA(-)",15248,"partial","Netherlands",2018-01-31,"Human respiratory syncytial virus B isolate UU02-0043-D07, partial genome",2018,5,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515988.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX03-0231-V02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-28,"Human respiratory syncytial virus B isolate OX03-0231-V02, complete genome",2018,48,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515990.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0391-V02","ssRNA(-)",15277,"complete","Netherlands",2019-02-04,"Human respiratory syncytial virus B isolate UU03-0391-V02, complete genome",2019,6,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ515991.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0050-D03","ssRNA(-)",15275,"complete","Netherlands",2018-02-22,"Human respiratory syncytial virus B isolate UU02-0050-D03, complete genome",2018,8,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515995.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0039-D04","ssRNA(-)",15273,"complete","Netherlands",2018-01-18,"Human respiratory syncytial virus B isolate UU02-0039-D04, complete genome",2018,3,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ515996.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0134-V02","ssRNA(-)",15276,"complete","Netherlands",2018-01-22,"Human respiratory syncytial virus B isolate UU03-0134-V02, complete genome",2018,4,"2017/2018","B","B.D.4.1","GB5.0.5a"
"MZ515997.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0054-V01","ssRNA(-)",15272,"complete","Netherlands",2018-11-30,"Human respiratory syncytial virus B isolate UU02-0054-V01, complete genome",2018,48,"2018/2019","B","B.D.E.2","GB5.0.5a"
"MZ516003.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0062-V01","ssRNA(-)",15276,"complete","Netherlands",2018-12-16,"Human respiratory syncytial virus B isolate UU02-0062-V01, complete genome",2018,51,"2018/2019","B","B.D.E.2","GB5.0.5a"
"MZ516006.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0069-V01","ssRNA(-)",15019,"partial","Netherlands",2018-12-18,"Human respiratory syncytial virus B isolate UU02-0069-V01, partial genome",2018,51,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ516013.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0051-D05","ssRNA(-)",15232,"partial","Spain",2019-01-21,"Human respiratory syncytial virus B isolate SE02-0051-D05, partial genome",2019,4,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ516016.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0052-V01","ssRNA(-)",15229,"complete","Netherlands",2018-04-18,"Human respiratory syncytial virus B isolate UU02-0052-V01, complete genome",2018,16,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"MZ516018.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8903-D03","ssRNA(-)",14832,"partial","United Kingdom",2019-01-04,"Human respiratory syncytial virus B isolate OX02-8903-D03, partial genome",2019,1,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"MZ516020.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0020-V01","ssRNA(-)",15276,"complete","Spain",2019-12-27,"Human respiratory syncytial virus B isolate SE02-0020-V01, complete genome",2019,52,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"MZ516021.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8110-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus B isolate OX02-8110-V01, complete genome",2018,48,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
